laptop_ID,Company,Product,TypeName,Inches,screenresolution_height,screenresolution_width,touchscreen,Cpu_name,cpu_brand,Cpu_speed,Ram,primary_memory,secondary_memory,memory_type,gpu_name,gpu_brand,OpSys,Weight,Price_euros
155,Lenovo,"V110-15IKB (i5-7200U/4GB/128GB/W10)",Notebook,15.6,1366,768,0,"  Core i5 7200U  ",Intel,2.5,4,"128 ",0,SSD,Intel,"Graphics 620",windows,2,498
156,MSI,"GE73VR 7RE",Gaming,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"256 ",1024,hybrid,Nvidia,"GTX 1060",windows,3,1890
157,HP,"EliteBook 840",Ultrabook,14,1920,1080,0,"  Core i5 7500U  ",Intel,2.7,4,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1082
158,HP,"15-BS103nv (i5-8250U/6GB/256GB/Radeon",Notebook,15.6,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,6,"256 ",0,SSD,AMD,"Radeon 520",windows,2,619
159,Lenovo,"Yoga 520-14IKB","2 in 1 Convertible",14,1920,1080,1,"  Core i3 7100U  ",Intel,2.4,4,"256 ",0,SSD,Intel,"Graphics 620",windows,2,629
160,Asus,"ZenBook Flip","2 in 1 Convertible",13.3,1920,1080,1,"  Core i5 8250U  ",Intel,1.6,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1315
161,Dell,"Inspiron 5579","2 in 1 Convertible",15.6,1920,1080,1,"  Core i7 8550U  ",Intel,1.8,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,1049
163,Toshiba,"Satellite Pro",Notebook,15.6,1366,768,0,"  Core i3 6006U  ",Intel,2.2,4,"500 ",0,HDD,Intel,"Graphics 520",windows,2,447
164,Asus,"X555BP-XX180T (A9-9420/4GB/1TB/Radeon",Notebook,15.6,1366,768,0,"  A9-Series 9420  ",AMD,3,4,1024,0,HDD,AMD,"R5 M420",windows,2,403
165,Acer,"Aspire A517-51G",Notebook,17.3,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,4,"256 ",0,SSD,Nvidia,"GeForce MX150",windows,3,805
166,Dell,"Inspiron 3576",Notebook,15.6,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,8,"256 ",0,SSD,AMD,"Radeon 520",windows,2,728
167,Lenovo,"Legion Y520-15IKBN",Gaming,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"256 ",0,SSD,Nvidia,"1050 Ti",windows,2,1079
168,Acer,"Aspire A315-31",Notebook,15.6,1366,768,0,"  Celeron Dual Core N3350  ",Intel,1.1,4,1024,0,HDD,Intel,"Graphics 500",windows,2,348
169,MSI,"GE63VR 7RE",Gaming,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"256 ",1024,hybrid,Nvidia,"GTX 1060",windows,2,1799
170,Acer,"Aspire 3",Notebook,15.6,1366,768,0,"  Pentium Quad Core N4200  ",Intel,1.1,4,1024,0,HDD,Intel,"Graphics 505",windows,2,364
171,Dell,"Inspiron 5577",Gaming,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"128 ",1024,hybrid,Nvidia,"GTX 1050",windows,3,1060
172,Acer,"Aspire A517-51G",Notebook,17.3,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,8,"256 ",0,SSD,Nvidia,"GeForce MX150",windows,3,854
173,HP,"ProBook 430",Notebook,13.3,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,4,"500 ",0,HDD,Intel,"Graphics 620",windows,1,754
174,Huawei,"MateBook X",Ultrabook,13,2160,1440,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1349
175,HP,"17-bs001nv (i5-7200U/6GB/2TB/Radeon",Notebook,17.3,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,6,2048,0,HDD,AMD,"Radeon 520",windows,3,699
176,Lenovo,"IdeaPad 320-15AST",Notebook,15.6,1366,768,0,"  A6-Series 9220  ",AMD,2.9,4,"500 ",0,HDD,AMD,"R4 Graphics",N/A,2,309
177,Toshiba,"Satellite Pro",Notebook,15.6,1366,768,0,"  Core i3 7100U  ",Intel,2.4,4,"500 ",0,HDD,Intel,"Graphics 620",windows,2,489
178,HP,"ProBook 470",Notebook,17.3,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,8,"256 ",0,SSD,Nvidia,"GeForce 930MX",windows,2,923
179,Dell,"Inspiron 3567",Notebook,15.6,1366,768,0,"  Core i3 7100U  ",Intel,2.4,8,1024,0,HDD,Intel,"Graphics 620",windows,2,459
180,Acer,"Aspire A315-51",Notebook,15.6,1366,768,0,"  Core i3 6006U  ",Intel,2,4,"128 ",0,SSD,Intel,"Graphics 520",windows,2,449
181,MSI,"GT80S 6QF-074US",Gaming,18.4,1920,1080,0,"  Core i7 6920HQ  ",Intel,2.9,32,"512 ",1024,hybrid,Nvidia,"980 SLI",windows,4,2799
182,Lenovo,"V310-15IKB (i5-7200U/8GB/1TB",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"128 ",1024,hybrid,AMD,"AMD R17M-M1-70",windows,2,813
183,HP,"Spectre x360","2 in 1 Convertible",13.3,3840,2160,1,"  Core i5 8250U  ",Intel,1.6,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1499
184,Dell,"Inspiron 5570",Notebook,15.6,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,16,"256 ",2048,hybrid,AMD,"Radeon 530",linux,2,1049
185,Dell,"XPS 13",Ultrabook,13.3,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1399
186,Lenovo,"Yoga 920-13IKB","2 in 1 Convertible",13.9,3840,2160,1,"  Core i7 8550U  ",Intel,1.8,16,"512 ",0,SSD,Intel,"Graphics 620",windows,1,1849
187,Toshiba,"Satellite Pro",Notebook,15.6,1366,768,0,"  Core i5 7200U  ",Intel,2.5,8,"128 ",0,SSD,Intel,"Graphics 620",windows,2,793
188,Xiaomi,"Mi Notebook",Notebook,15.6,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,8,"256 ",0,SSD,Nvidia,"GeForce MX150",N/A,2,1199
189,Dell,"Inspiron 7773",Notebook,17.3,1920,1080,1,"  Core i7 8550U  ",Intel,1.8,16,"512 ",0,SSD,Nvidia,"GeForce 150MX",windows,3,1549
190,Dell,"XPS 15",Notebook,15.6,3840,2160,1,"  Core i7 7700HQ  ",Intel,2.8,16,"512 ",0,SSD,Nvidia,"GTX 1050",windows,2,2397
191,Lenovo,"Legion Y520-15IKBN",Gaming,15.6,1920,1080,0,"  Core i5 7300HQ  ",Intel,2.5,8,"256 ",0,SSD,Nvidia,"GTX 1050",N/A,2,779
192,Acer,"Swift 7",Ultrabook,13.3,1920,1080,0,"  Core i5 7Y54  ",Intel,1.2,8,"256 ",0,SSD,Intel,"Graphics 615",windows,1,989
193,Dell,"Inspiron 5770",Notebook,17.3,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,8,"128 ",1024,hybrid,AMD,"Radeon 530",windows,3,1085
194,Lenovo,"Thinkpad Yoga","2 in 1 Convertible",14,2560,1440,1,"  Core i7 7500U  ",Intel,2.7,16,1024,0,SSD,Intel,"Graphics 620",windows,1,2824
195,Vero,"K147 (N3350/4GB/32GB/FHD/W10)",Notebook,14,1920,1080,0,"  Celeron Dual Core N3350  ",Intel,1.1,4,"32 ",0,"flash storage",Intel,"Graphics 500",windows,1,260
196,Xiaomi,"Mi Notebook",Ultrabook,13.3,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Nvidia,"GeForce MX150",N/A,1,1000
197,Lenovo,"IdeaPad 320-17IKBR",Notebook,17.3,1600,900,0,"  Core i5 8250U  ",Intel,1.6,8,"256 ",0,SSD,Nvidia,"GeForce MX150",N/A,3,698
198,Dell,"Inspiron 5379","2 in 1 Convertible",13.3,1920,1080,1,"  Core i7 8550U  ",Intel,1.8,8,1024,0,HDD,Intel,"Graphics 620",windows,2,839
199,HP,"ProBook 470",Notebook,17.3,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,8,1024,0,HDD,Nvidia,"GeForce 930MX",windows,2,914
200,Razer,"Blade Pro",Gaming,17.3,3840,2160,1,"  Core i7 7820HK  ",Intel,2.9,32,1024,0,SSD,Nvidia,"GTX 1080",windows,3,6099
201,HP,"ProBook 430",Notebook,13.3,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,8,"512 ",0,SSD,Intel,"Graphics 620",windows,1,959
202,HP,"Omen 17-W295",Gaming,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"256 ",1024,hybrid,Nvidia,"GTX 1050",windows,3,1379
203,HP,"Probook 470",Notebook,17.3,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,8,"256 ",0,SSD,Nvidia,"930MX ",windows,2,1045
204,Dell,"Inspiron 7577",Gaming,15.6,3840,2160,0,"  Core i7 7700HQ  ",Intel,2.8,16,"512 ",1024,hybrid,Nvidia,"GTX 1060",windows,3,1845
205,Lenovo,"V110-15ISK (i5-6200U/4GB/128GB/W10)",Notebook,15.6,1366,768,0,"  Core i5 6200U  ",Intel,2.3,4,"128 ",0,SSD,Intel,"Graphics 520",windows,2,493
206,Acer,"Aspire E5-576G",Notebook,15.6,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,1024,0,HDD,Nvidia,"GeForce 940MX",windows,2,742
207,Lenovo,"Legion Y720-15IKB",Gaming,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"512 ",1024,hybrid,Nvidia,"GTX 1060",windows,3,1749
208,Dell,"Precision 7520",Workstation,15.6,3840,2160,0,"  Xeon E3-1505M V6  ",Intel,3,16,"256 ",1024,hybrid,Nvidia,"Quadro M1200",windows,3,3055
209,Lenovo,"Legion Y520-15IKBN",Gaming,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"512 ",0,SSD,Nvidia,"GTX 1060",N/A,2,1398
210,Dell,"Inspiron 3567",Notebook,15.6,1366,768,1,"  Core i3 7100U  ",Intel,2.4,6,1024,0,HDD,Intel,"Graphics 620",windows,2,439
211,Dell,"XPS 13",Ultrabook,13.3,3840,2160,1,"  Core i7 8550U  ",Intel,1.8,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1949
212,Dell,"XPS 13",Ultrabook,13.3,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1449
213,Lenovo,"IdeaPad 320-15IKBN",Notebook,15.6,1366,768,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,597
215,Acer,"Aspire 7",Notebook,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,1024,0,HDD,Nvidia,"GTX 1050",linux,2,779
216,Asus,"ROG GL703VD-GC028T",Gaming,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"256 ",1024,hybrid,Nvidia,"GTX 1050",windows,3,1407
217,HP,"15-bs018nq (i3-6006U/4GB/500GB/FHD/No",Notebook,15.6,1920,1080,0,"  Core i3 6006U  ",Intel,2,4,"500 ",0,HDD,Intel,"Graphics 520",N/A,2,349
218,Lenovo,"IdeaPad 320-15IKBN",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",N/A,2,549
219,Huawei,"MateBook X",Ultrabook,13,2160,1440,0,"  Core i7 7500U  ",Intel,2.7,8,"512 ",0,SSD,Intel,"Graphics 620",windows,1,1499
220,Dell,"Inspiron 5370",Ultrabook,13.3,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,8,"256 ",0,SSD,AMD,"Radeon 530",windows,1,932
221,Lenovo,"IdeaPad 320-17IKB",Notebook,17.3,1600,900,0,"  Core i5 7200U  ",Intel,2.5,8,1024,0,HDD,Nvidia,"GTX 940MX",N/A,3,589
222,HP,"Probook 440",Notebook,14,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,8,"256 ",0,SSD,Nvidia,"GeForce 930MX",windows,2,1031
223,Dell,"Latitude 5490",Ultrabook,14,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,1149
224,Dell,"Inspiron 5379","2 in 1 Convertible",13.3,1920,1080,1,"  Core i7 8550U  ",Intel,1.8,16,"512 ",0,SSD,Intel,"Graphics 620",windows,2,1279
225,Dell,"Inspiron 3576",Notebook,15.6,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,8,"256 ",0,SSD,AMD,"Radeon 520",linux,2,677
226,Lenovo,"Yoga 520-14IKB","2 in 1 Convertible",14,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,899
227,Toshiba,"Portege Z30-C-16L",Ultrabook,13.3,1920,1080,0,"  Core i7 6500U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 520",windows,1,1363
228,HP,"ProBook 450",Notebook,15.6,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,8,1024,0,HDD,Intel,"Graphics 620",windows,2,794
229,Dell,"Alienware 17",Gaming,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"256 ",1024,hybrid,Nvidia,"GTX 1060",windows,4,2456
230,Acer,"Aspire E5-576G",Notebook,15.6,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,"256 ",0,SSD,Nvidia,"GeForce 940MX",windows,2,832
231,Dell,"Inspiron 5567",Notebook,15.6,1920,1080,1,"  Core i7 7500U  ",Intel,2.7,16,1024,0,HDD,AMD,"R7 M445",windows,2,859
232,Asus,"Vivobook X541UV-DM1217T",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Nvidia,"920MX ",windows,2,769
233,Asus,"K756UX-T4340T (i5-7200U/8GB/500GB",Notebook,17.3,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",500,hybrid,Nvidia,"GTX 950M",windows,3,891
234,HP,"ZBook 15u",Notebook,15.6,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,1024,0,HDD,AMD,"W4190M ",windows,2,1269
235,Asus,"Pro P2540UA-XO0198T",Notebook,15.6,1366,768,0,"  Core i3 7100U  ",Intel,2.4,4,1024,0,HDD,Intel,"Graphics 620",windows,2,399
236,HP,"15-rb013nv (E2-9000e/4GB/500GB/W10)",Notebook,15.6,1366,768,0,"  E-Series 9000e  ",AMD,1.5,4,"500 ",0,HDD,AMD,"Radeon R2",windows,2,330
237,Lenovo,"Legion Y720-15IKB",Gaming,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"256 ",1024,hybrid,Nvidia,"GTX 1060",windows,3,1499
238,Dell,"Vostro 5468",Notebook,14,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,859
239,Acer,"Aspire R7","2 in 1 Convertible",13.3,1920,1080,1,"  Core i5 6200U  ",Intel,2.3,8,"256 ",0,SSD,Intel,"Graphics 520",windows,2,689
240,Dell,"Inspiron 5567",Notebook,15.6,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,16,"256 ",0,SSD,AMD,"R7 M445",linux,2,899
241,Acer,"Aspire A315-51",Notebook,15.6,1366,768,0,"  Core i3 6006U  ",Intel,2,4,1024,0,HDD,Intel,"Graphics 520",linux,2,390
242,Asus,"X555QG-DM242T (A10-9620P/4GB/1TB",Notebook,15.6,1920,1080,0,"  A10-Series A10-9620P  ",AMD,2.5,4,"128 ",1024,hybrid,AMD,"R5 M430",windows,2,575
243,Asus,"ROG G703VI-E5062T",Gaming,17.3,1920,1080,0,"  Core i7 7820HK  ",Intel,2.9,32,"512 ",1024,hybrid,Nvidia,"GTX 1080",windows,5,3890
244,Acer,"Nitro AN515-51",Gaming,15.6,1920,1080,0,"  Core i5 7300HQ  ",Intel,2.5,8,"256 ",0,SSD,Nvidia,"GTX 1050",windows,2,846
245,Lenovo,"IdeaPad 320-15ISK",Notebook,15.6,1366,768,0,"  Core i3 6006U  ",Intel,2,8,"128 ",0,SSD,Intel,"Graphics 520",windows,2,589
246,Asus,"VivoBook Pro",Notebook,17.3,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,8,"128 ",1024,hybrid,Nvidia,"GeForce 150MX",windows,2,1145
247,Asus,"F756UX-T4201D (i7-7500U/8GB/128GB",Notebook,17.3,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,"128 ",1024,hybrid,Nvidia,"GTX 950M",N/A,3,889
248,Dell,"Inspiron 5577",Gaming,15.6,1920,1080,0,"  Core i5 7300HQ  ",Intel,2.5,8,"256 ",0,SSD,Nvidia,"GTX 1050",windows,3,879
249,Lenovo,"Yoga 910-13IKB","2 in 1 Convertible",13.9,1920,1080,1,"  Core i7 7500U  ",Intel,2.7,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1079
250,Dell,"Inspiron 5570",Notebook,15.6,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,8,"128 ",2048,hybrid,AMD,"Radeon 530",windows,2,985
251,HP,"15-bs015dx (i5-7200U/8GB/1TB/W10)",Notebook,15.6,1366,768,1,"  Core i5 7200U  ",Intel,2.5,8,1024,0,HDD,Intel,"Graphics 620",windows,2,559
252,Asus,"Rog G701VIK-BA060T",Gaming,17.3,1920,1080,0,"  Core i7 7820HK  ",Intel,2.9,16,"256 ",0,SSD,Nvidia,"GTX 1080",windows,4,2999
253,HP,"ProBook 430",Notebook,13.3,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,4,"500 ",0,HDD,Intel,"Graphics 620",windows,1,675
254,Apple,"MacBook Pro",Ultrabook,13.3,2560,1600,0,"  Core i5  ",Intel,3.1,8,"512 ",0,SSD,Intel,"Graphics 650",macos,1,2040
255,Dell,"Inspiron 5579","2 in 1 Convertible",15.6,1920,1080,1,"  Core i7 8550U  ",Intel,1.8,8,1024,0,HDD,Intel,"Graphics 620",windows,2,819
256,Asus,"ROG G752VSK-GC493T",Gaming,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"256 ",1024,hybrid,Nvidia,"GTX 980M",windows,4,1799
257,Asus,"X505BP-BR019T (A9-9420/4GB/1TB/Radeon",Notebook,15.6,1366,768,0,"  A9-Series 9420  ",AMD,3,4,1024,0,HDD,AMD,"R5 M420",windows,2,469
258,Lenovo,"Yoga 920-13IKB","2 in 1 Convertible",13.9,1920,1080,1,"  Core i7 8550U  ",Intel,1.8,8,"512 ",0,SSD,Intel,"Graphics 620",windows,1,1849
259,Acer,"Aspire 5",Notebook,17.3,1920,1080,0,"  Core i3 7130U  ",Intel,2.7,4,"256 ",0,SSD,Nvidia,"GeForce MX130",windows,3,702
260,Dell,"Vostro 5370",Ultrabook,13.3,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,949
261,HP,"15-BW094nd (A6-9220/8GB/128GB/W10)",Notebook,15.6,1366,768,0,"  A6-Series A6-9220  ",AMD,2.5,8,"128 ",0,SSD,AMD,"R4 Graphics",windows,2,446
262,HP,"Envy 17-U275cl",Notebook,17.3,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,16,1024,0,HDD,Nvidia,"GeForce MX150",windows,3,1059
263,MSI,"GT73EVR 7RE",Gaming,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"512 ",1024,hybrid,Nvidia,"GTX 1070",windows,4,2499
264,Lenovo,"Yoga 720-15IKB","2 in 1 Convertible",15.6,1920,1080,1,"  Core i7 7700HQ  ",Intel,2.8,8,"512 ",0,SSD,Nvidia,"GTX 1050M",windows,2,1699
265,Dell,"Inspiron 5770",Notebook,17.3,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,8,"128 ",1024,hybrid,AMD,"Radeon 530",windows,3,1142
266,Lenovo,"IdeaPad 320-15ISK",Notebook,15.6,1920,1080,0,"  Core i3 6006U  ",Intel,2,4,"256 ",0,SSD,Intel,"Graphics 520",N/A,2,444
267,HP,"ProBook 450",Notebook,15.6,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,4,"500 ",0,HDD,Intel,"Graphics 620",windows,2,722
268,Dell,"Vostro 3568",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,4,1024,0,HDD,Intel,"Graphics 620",windows,2,657
269,Dell,"Inspiron 3567",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,1024,0,HDD,AMD,"R5 M430",windows,2,565
270,Dell,"Inspiron 5579","2 in 1 Convertible",15.6,1920,1080,1,"  Core i5 8250U  ",Intel,1.6,8,"256 ",0,SSD,Intel,"Graphics 620",windows,3,799
271,Asus,"ZenBook Flip","2 in 1 Convertible",13.3,1920,1080,1,"  Core i7 8550U  ",Intel,1.8,8,"512 ",0,SSD,Intel,"Graphics 620",windows,1,1499
272,Lenovo,"IdeaPad 320-15IKBN",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,4,1024,0,HDD,Intel,"Graphics 620",N/A,2,467
273,HP,"Probook 470",Notebook,17.3,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,8,1024,0,HDD,Nvidia,"930MX ",windows,2,1018
274,Lenovo,"V330-15IKB (i7-8550U/8GB/256GB/FHD/W10)",Notebook,15.6,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,880
275,Apple,"MacBook Pro",Ultrabook,13.3,2560,1600,0,"  Core i5  ",Intel,2.9,8,"512 ",0,SSD,Intel,"Graphics 550",macos,1,1959
276,Asus,"Rog Strix",Gaming,17.3,1920,1080,0,"  Ryzen 1700  ",AMD,3,16,"256 ",1024,hybrid,AMD,"RX 580",windows,3,1549
277,Dell,"Inspiron 3576",Notebook,15.6,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,8,"256 ",0,SSD,AMD,"Radeon 520",linux,2,735
278,Lenovo,"ThinkPad X1","2 in 1 Convertible",14,2560,1440,1,"  Core i7 6600U  ",Intel,2.6,16,"512 ",0,SSD,Intel,"Graphics 520",windows,1,2499
279,Toshiba,"Satellite Pro",Notebook,15.6,1366,768,0,"  Core i7 6500U  ",Intel,2.5,8,"500 ",0,HDD,Nvidia,"GeForce 930M",windows,2,812
280,Dell,"Inspiron 5567",Notebook,15.6,1366,768,0,"  Core i7 7500U  ",Intel,2.7,12,1024,0,HDD,Intel,"Graphics 620",windows,2,713
281,Dell,"Inspiron 5770",Notebook,17.3,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,8,"128 ",1024,hybrid,AMD,"Radeon 530",linux,3,1099
282,Acer,"Aspire A515-51G",Notebook,15.6,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,8,1024,0,HDD,Nvidia,"GeForce MX130",windows,2,745
283,Lenovo,"IdeaPad 320-17ISK",Notebook,17.3,1600,900,0,"  Core i3 6006U  ",Intel,2,4,1024,0,HDD,Intel,"Graphics 520",windows,3,489
284,Lenovo,"IdeaPad 320-17IKBR",Notebook,17.3,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,8,2048,0,HDD,Nvidia,"GeForce MX150",N/A,3,849
285,Lenovo,"IdeaPad 320-17IKB",Notebook,17.3,1600,900,0,"  Core i7 7500U  ",Intel,2.7,6,"128 ",1024,hybrid,Nvidia,"GeForce 940MX",windows,3,859
286,Dell,"Inspiron 3567",Notebook,15.6,1920,1080,0,"  Core i3 6006U  ",Intel,2,4,1024,0,HDD,AMD,"R5 M430",linux,2,428
287,Lenovo,"Legion Y520-15IKBN",Gaming,15.6,1920,1080,0,"  Core i5 7300HQ  ",Intel,2.5,8,"256 ",0,SSD,Nvidia,"GTX 1050",windows,2,829
288,Lenovo,"Ideapad 320-15IKBN",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,6,"256 ",0,SSD,Intel,"Graphics 620",windows,2,579
289,Acer,"Aspire A517-51G",Notebook,15.6,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,8,"256 ",0,SSD,Nvidia,"GeForce MX150",windows,3,951
290,Acer,"SP315-51 (i7-7500U/12GB/1TB/FHD/W10)",Notebook,15.6,1920,1080,1,"  Core i7 7500U  ",Intel,2.7,12,1024,0,HDD,Intel,"Graphics 620",windows,2,659
291,Lenovo,"Thinkpad T570",Notebook,15.6,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,"256 ",0,SSD,Intel,"Graphics 630",windows,2,1097
292,Asus,"VivoBook S15",Ultrabook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Nvidia,"GeForce 940MX",windows,2,977
293,Lenovo,"Legion Y520-15IKBN",Gaming,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"256 ",1024,hybrid,Nvidia,"1050 Ti",windows,2,1179
294,Lenovo,"IdeaPad 320-15IKB",Notebook,15.6,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,1024,0,HDD,Nvidia,"GeForce 940MX",N/A,2,659
295,Acer,"Chromebook C910-C2ST",Notebook,15.6,1366,768,0,"  Celeron Dual Core 3205U  ",Intel,1.5,2,"16 ",0,SSD,Intel,"HD Graphics",others,2,199
296,Asus,"FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce",Gaming,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,1024,0,HDD,Nvidia,"GTX 1050",windows,3,1187
297,HP,"17-BS037cl (i3-6006U/8GB/1TB/W10)",Notebook,17.3,1600,900,0,"  Core i3 6006U  ",Intel,2,8,1024,0,HDD,Intel,"Graphics 520",windows,3,489
298,Dell,"XPS 15",Notebook,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"256 ",0,SSD,Nvidia,"GTX 1050",windows,2,1829
299,Lenovo,"V330-15IKB (i5-8250U/8GB/256GB/FHD/W10)",Notebook,15.6,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,739
300,Lenovo,"Legion Y720-15IKB",Gaming,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,1024,0,HDD,Nvidia,"GTX 1060",windows,3,1299
301,Acer,"Aspire A715-71G",Notebook,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"256 ",0,SSD,Nvidia,"1050 Ti",linux,2,979
302,Dell,"Precision 7720",Workstation,17.3,1920,1080,0,"  Core i7 7820HQ  ",Intel,2.9,16,"256 ",0,SSD,Nvidia,"Quadro M1200",windows,3,2885
303,Lenovo,"IdeaPad 310-15ABR",Notebook,15.6,1920,1080,0,"  A10-Series 9600P  ",AMD,2.4,6,1024,0,HDD,AMD,"R5 430",windows,2,499
304,Asus,"ZenBook UX530UQ-PRO",Ultrabook,15.6,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,16,"512 ",0,SSD,Nvidia,"GeForce 940MX",windows,2,1468
305,Asus,"VivoBook S14",Notebook,14,1366,768,0,"  Core i3 7100U  ",Intel,2.4,4,"128 ",0,SSD,Intel,"Graphics 620",windows,1,509
306,Asus,"Rog GL702VS-GC095T",Gaming,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"256 ",1024,hybrid,Nvidia,"GTX 1070",windows,3,2122
307,Lenovo,"IdeaPad 320-17IKB",Notebook,17.3,1600,900,0,"  Core i5 7200U  ",Intel,2.5,6,1024,0,HDD,Nvidia,"GTX 940M",windows,3,649
